Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID
2012,5536,4121,11677
2012,5536,4121,11678
2012,5536,4121,11679
2012,5537,4122,11680
2012,5537,4122,11681
2012,5537,4122,11682
2012,5537,4122,11683
2012,5537,4122,11684
2012,5537,4122,11685
2012,5537,4122,11686
2012,5537,4122,11687
2012,5537,4122,11688
2012,5538,4123,11689
2012,5539,4124,11690
2012,5539,4124,11691
2012,5540,4125,11692
2012,5541,4126,11693
2012,5543,4128,11695
2012,5544,4129,11696
2012,5545,4130,11697
2012,5546,4131,11698
2012,5547,4132,11699
2012,5548,4133,11700
2012,5549,4134,11701
2012,5549,4134,11702
2012,5549,4134,11703
2012,5549,4134,11704
2012,5549,4134,11705
2012,5549,4134,11706
2012,5549,4134,11707
2012,5549,4134,11708
2012,5549,4134,11709
2012,5549,4134,11710
2012,5549,4134,11711
2012,5549,4134,11712
2012,5549,4134,11713
2012,5549,4134,11714
2012,5550,4135,11715
2012,5551,4136,11716
2012,5552,4137,11717
2012,5553,4138,11718
2012,5554,4139,11719
2012,5555,4140,11720
2012,5556,4141,11721
2012,5557,4142,11722
2012,5558,4143,11723
2012,5559,4144,11724
2012,5560,4145,11725
2012,5561,4146,11726
2012,5562,4147,11727
2012,5563,4148,11728
2012,5563,4148,11729
2012,5563,4148,11730
2012,5563,4148,11731
2012,5564,4149,11732
2012,5565,4150,11733
2012,5565,4150,11734
2012,5566,4151,11735
2012,5566,4151,11736
2012,5567,4152,11737
2012,5568,4153,11738
2012,5569,4154,11739
2012,5569,4154,11740
2012,5570,4155,11741
2012,5571,4156,11742
2012,5571,4156,11743
2012,5572,4157,11744
2012,5573,4158,11745
2012,5574,4159,11746
2012,5575,4160,11747
2012,5576,4161,11748
2012,5577,4162,11749
2012,5577,4162,11750
2012,5578,4163,11751
2012,5579,4164,11752
2012,5579,4164,11753
2012,5579,4164,11754
2012,5579,4164,11755
2012,5579,4164,11756
2012,5579,4164,11757
2012,5579,4164,11758
2012,5579,4164,11759
2012,5579,4164,11760
2012,5579,4164,11761
2012,5579,4164,11762
2012,5580,4165,11763
2012,5581,4166,11764
2012,5581,4166,11765
2012,5581,4166,11766
2012,5581,4166,11767
2012,5581,4166,11768
2012,5581,4166,11769
2012,5581,4166,11770
2012,5582,4167,11771
2012,5583,4168,11772
2012,5583,4168,11773
2012,5584,4169,11774
2012,5585,4170,11775
2012,5586,4171,11776
2012,5587,4172,11777
2012,5588,4173,11778
2012,5589,4174,11779
2012,5590,4175,11780
2012,5591,4176,11781
2012,5592,4177,11782
2012,5593,4178,11783
2012,5594,4179,11784
2012,5595,4180,11785
2012,5596,4181,11786
2012,5597,4182,11787
2012,5597,4182,11788
2012,5597,4182,11789
2012,5597,4182,11790
2012,5597,4182,11791
2012,5597,4182,11792
2012,5598,4183,11793
2012,5598,4183,11794
2012,5598,4183,11795
2012,5598,4183,11796
2012,5598,4183,11797
2012,5598,4183,11798
2012,5599,4184,11799
2012,5600,4185,11800
2012,5601,4186,11801
2012,5601,4186,11802
2012,5601,4186,11803
2012,5601,4186,11804
2012,5601,4186,11805
2012,5601,4186,11806
2012,5601,4186,11807
2012,5601,4186,11808
2012,5601,4186,11809
2012,5601,4186,11810
2012,5601,4186,11811
2012,5601,4186,11812
2012,5601,4186,11813
2012,5601,4186,11814
2012,5601,4186,11815
2012,5601,4186,11816
2012,5601,4186,11817
2012,5601,4186,11818
2012,5601,4186,11819
2012,5601,4186,11820
2012,5601,4186,11821
2012,5601,4186,11822
2012,5603,4188,11824
2012,5603,4188,11825
2012,5603,4188,11826
2012,5603,4188,11827
2012,5603,4188,11828
2012,5603,4188,11829
2012,5603,4188,11830
2012,5603,4188,11831
2012,5603,4188,11832
2012,5603,4188,11833
2012,5603,4188,11834
2012,5603,4188,11835
2012,5603,4188,11836
2012,5603,4188,11837
2012,5603,4188,11838
2012,5603,4188,11839
2012,5603,4188,11840
2012,5603,4188,11841
2012,5603,4188,11842
2012,5603,4188,11843
2012,5604,4189,11844
2012,5605,4190,11845
2012,5606,4191,11846
2012,5606,4191,11847
2012,5606,4191,11848
2012,5606,4191,11849
2012,5606,4191,11850
2012,5606,4191,11851
2012,5606,4191,11852
2012,5607,4192,11853
2012,5608,4193,11854
2012,5609,4194,11855
2012,5609,4194,11856
2012,5610,4195,11857
2012,5611,4196,11858
2012,5612,4197,11859
2012,5613,4198,11860
2012,5614,4199,11861
2012,5615,4200,11862
2012,5615,4200,11863
2012,5615,4200,11864
2012,5615,4200,11865
2012,5615,4200,11866
2012,5615,4200,11867
2012,5615,4200,11868
2012,5615,4200,11869
2012,5615,4200,11870
2012,5615,4200,11871
2012,5615,4200,11872
2012,5615,4200,11873
2012,5615,4200,11874
2012,5616,4201,11875
2012,5617,4202,11876
2012,5617,4202,11877
2012,5617,4202,11878
2012,5617,4202,11879
2012,5617,4202,11880
2012,5617,4202,11881
2012,5617,4202,11882
2012,5617,4202,11883
2012,5617,4202,11884
2012,5617,4202,11885
2012,5617,4202,11886
2012,5618,4203,11887
2012,5619,4204,11888
2012,5621,4206,11890
2012,5622,4207,11891
2012,5622,4207,11892
2012,5622,4207,11893
2012,5622,4207,11894
2012,5622,4207,11895
2012,5622,4207,11896
2012,5622,4207,11897
2012,5622,4207,11898
2012,5623,4208,11899
2012,5624,4209,11900
2012,5625,4210,11901
2012,5626,4211,11902
2012,5627,4212,11903
2012,5628,4213,11904
2012,5629,4214,11905
2012,5630,4215,11906
2012,5631,4216,11907
2012,5632,4217,11908
2012,5632,4217,11909
2012,5633,4218,11910
2012,5634,4219,11911
2012,5634,4219,11912
2012,5634,4219,11913
2012,5634,4219,11914
2012,5634,4219,11915
2012,5634,4219,11916
2012,5634,4219,11917
2012,5634,4219,11918
2012,5634,4219,11919
2012,5635,4220,11920
2012,5636,4221,11921
2012,5637,4222,11922
2012,5638,4223,11923
2012,5639,4224,11924
2012,5642,4226,12034
2012,5643,4227,12035
2012,5644,4228,12036
2012,5645,4229,12037
2012,5646,4230,12038
2012,5647,4231,12039
2012,5648,4232,12040
2012,5648,4232,12041
2012,5648,4232,12042
2012,5648,4232,12043
2012,5648,4232,12044
2012,5649,4233,12045
2012,5650,4234,12046
2012,5651,4235,12047
2012,5652,4236,12048
2012,5652,4236,12049
2012,5652,4236,12050
2012,5652,4236,12051
2012,5652,4236,12052
2012,5652,4236,12053
2012,5652,4236,12054
2012,5652,4236,12055
2012,5653,4237,12056
2012,5653,4237,12057
2012,5654,4238,12058
2012,5655,4239,12059
2012,5656,4240,12060
2012,5657,4241,12061
2012,5659,4243,12063
2012,5660,4244,12064
2012,5660,4244,12065
2012,5660,4244,12066
2012,5661,4245,12067
2012,5662,4246,12068
2012,5662,4246,12069
2012,5662,4246,12070
2012,5662,4246,12071
2012,5662,4246,12072
2012,5662,4246,12073
2012,5662,4246,12074
2012,5662,4246,12075
2012,5662,4246,12076
2012,5663,4247,12077
2012,5664,4248,12078
2012,5665,4249,12079
2012,5666,4250,12080
2012,5667,4251,12081
2012,5668,4252,12082
2012,5669,4253,12083
2012,5670,4254,12084
2012,5671,4255,12085
2012,5671,4255,12086
2012,5671,4255,12087
2012,5671,4255,12088
2012,5671,4255,12089
2012,5672,4256,12090
2012,5673,4257,12091
2012,5674,4258,12092
2012,5675,4259,12093
2012,5676,4260,12094
2012,5677,4261,12095
2012,5678,4262,12096
2012,5679,4263,12097
2012,5680,4264,12098
2012,5681,4265,12099
2012,5682,4266,12100
2012,5683,4267,12101
2012,5683,4267,12102
2012,5683,4267,12103
2012,5683,4267,12104
2012,5683,4267,12105
2012,5683,4267,12106
2012,5683,4267,12107
2012,5683,4267,12108
2012,5683,4267,12109
2012,5683,4267,12110
2012,5683,4267,12111
2012,5684,4268,12112
2012,5684,4268,12113
2012,5684,4268,12114
2012,5685,4269,12115
2012,5686,4270,12116
2012,5687,4271,12117
2012,5688,4272,12118
2012,5689,4273,12119
2012,5689,4273,12120
2012,5690,4274,12121
2012,5691,4275,12122
2012,5691,4275,12123
2012,5691,4275,12124
2012,5692,4276,12125
2012,5693,4277,12126
2012,5694,4278,12127
2012,5695,4279,12128
2012,5696,4280,12129
2012,5697,4281,12130
2012,5698,4282,12131
2012,5698,4282,12132
2012,5698,4282,12133
2012,5699,4283,12134
2012,5699,4283,12135
2012,5700,4284,12136
2012,5701,4285,12137
2012,5702,4286,12138
2012,5702,4286,12139
2012,5702,4286,12140
2012,5702,4286,12141
2012,5702,4286,12142
2012,5702,4286,12143
2012,5702,4286,12144
2012,5702,4286,12145
2012,5702,4286,12146
2012,5703,4287,12147
2012,5703,4287,12148
2012,5703,4287,12149
2012,5703,4287,12150
2012,5703,4287,12151
2012,5703,4287,12152
2012,5703,4287,12153
2012,5703,4287,12154
2012,5703,4287,12155
2012,5704,4288,12156
2012,5705,4289,12157
2012,5705,4289,12158
2012,5706,4290,12159
2012,5707,4291,12160
2012,5708,4292,12161
2012,5709,4293,12162
2012,5710,4294,12163
2012,5711,4295,12164
2012,5712,4296,12165
2012,5712,4296,12166
2012,5712,4296,12167
2012,5712,4296,12168
2012,5712,4296,12169
2012,5712,4296,12170
2012,5713,4297,12171
2012,5714,4298,12172
2012,5714,4298,12173
2012,5714,4298,12174
2012,5715,4299,12175
2012,5715,4299,12176
2012,5716,4300,12177
2012,5717,4301,12178
2012,5718,4302,12179
2012,5719,4303,12180
2012,5719,4303,12181
2012,5719,4303,12182
2012,5719,4303,12183
2012,5720,4304,12184
2012,5721,4305,12185
2012,5721,4305,12186
2012,5722,4306,12187
2012,5723,4307,12188
2012,5723,4307,12189
2012,5723,4307,12190
2012,5723,4307,12191
2012,5724,4308,12192
2012,5724,4308,12193
2012,5724,4308,12194
2012,5725,4309,12195
2012,5726,4310,12196
2012,5726,4310,12197
2012,5727,4311,12198
2012,5727,4311,12199
2012,5728,4312,12200
2012,5728,4312,12201
2012,5729,4313,12202
2012,5730,4314,12203
2012,5731,4315,12204
2012,5732,4316,12205
2012,5733,4317,12206
2012,5734,4318,12207
2012,5735,4319,12208
2012,5735,4319,12209
2012,5735,4319,12210
2012,5735,4319,12211
2012,5735,4319,12212
2012,5735,4319,12213
2012,5735,4319,12214
2012,5735,4319,12215
2012,5735,4319,12216
2012,5735,4319,12217
2012,5735,4319,12218
2012,5735,4319,12219
2012,5735,4319,12220
2012,5735,4319,12221
2012,5735,4319,12222
2012,5735,4319,12223
2012,5735,4319,12224
2012,5736,4320,12225
2012,5737,4321,12226
2012,5738,4322,12227
2012,5739,4323,12228
2012,5740,4324,12229
2012,5741,4325,12230
2012,5742,4326,12231
2012,5743,4327,12232
2012,5744,4328,12233
2012,5745,4329,12234
2012,5745,4329,12235
2012,5745,4329,12236
2012,5745,4329,12237
2012,5746,4330,12238
2012,5747,4331,12239
2012,5748,4332,12240
2012,5749,4333,12241
2012,5750,4334,12242
2012,5751,4335,12243
2012,5752,4336,12244
2012,5753,4337,12245
2012,5754,4338,12246
2012,5755,4339,12247
2012,5756,4340,12248
2012,5756,4340,12249
2012,5757,4341,12250
2012,5759,4343,12258
2012,5759,4343,12259
2012,5759,4343,12260
2012,5759,4343,12261
2012,5759,4343,12262
2012,5759,4343,12263
2012,5759,4343,12264
2012,5759,4343,12265
2012,5759,4343,12266
2012,5760,4344,12267
2012,5761,4345,12268
2012,5762,4346,12269
2012,5762,4346,12270
2012,5762,4346,12271
2012,5762,4346,12272
2012,5762,4346,12273
2012,5763,4347,12274
2012,5764,4348,12275
2012,5765,4349,12276
2012,5765,4349,12277
2012,5765,4349,12278
2012,5765,4349,12279
2012,5765,4349,12280
2012,5765,4349,12281
2012,5765,4349,12282
2012,5766,4350,12283
2012,5767,4351,12284
2012,5768,4352,12285
2012,5768,4352,12286
2012,5768,4352,12287
2012,5768,4352,12288
2012,5768,4352,12289
2012,5768,4352,12290
2012,5768,4352,12291
2012,5770,4354,12293
2012,5771,4355,12294
2012,5772,4356,12295
2012,5773,4357,12296
2012,5773,4357,12297
2012,5774,4358,12298
2012,5775,4359,12299
2012,5775,4359,12300
2012,5775,4359,12301
2012,5775,4359,12302
2012,5775,4359,12303
2012,5775,4359,12304
2012,5775,4359,12305
2012,5775,4359,12306
2012,5775,4359,12307
2012,5775,4359,12308
2012,5775,4359,12309
2012,5775,4359,12310
2012,5775,4359,12311
2012,5775,4359,12312
2012,5775,4359,12313
2012,5775,4359,12314
2012,5775,4359,12315
2012,5775,4359,12316
2012,5775,4359,12317
2012,5775,4359,12318
2012,5775,4359,12319
2012,5775,4359,12320
2012,5775,4359,12321
2012,5775,4359,12322
2012,5775,4359,12323
2012,5775,4359,12324
2012,5775,4359,12325
2012,5775,4359,12326
2012,5775,4359,12327
2012,5775,4359,12328
2012,5775,4359,12329
2012,5775,4359,12330
2012,5775,4359,12331
2012,5775,4359,12332
2012,5775,4359,12333
2012,5775,4359,12334
2012,5775,4359,12335
2012,5775,4359,12336
2012,5775,4359,12337
2012,5775,4359,12338
2012,5775,4359,12339
2012,5775,4359,12340
2012,5775,4359,12341
2012,5776,4360,12342
2012,5776,4360,12343
2012,5776,4360,12344
2012,5776,4360,12345
2012,5776,4360,12346
2012,5777,4361,12347
2012,5778,4362,12348
2012,5778,4362,12349
2012,5779,4363,12350
2012,5780,4364,12351
2012,5780,4364,12352
2012,5780,4364,12353
2012,5780,4364,12354
2012,5780,4364,12355
2012,5780,4364,12356
2012,5780,4364,12357
2012,5780,4364,12358
2012,5780,4364,12359
2012,5780,4364,12360
2012,5780,4364,12361
2012,5780,4364,12362
2012,5780,4364,12363
2012,5780,4364,12364
2012,5781,4365,12365
2012,5782,4366,12366
2012,5783,4367,12367
2012,5783,4367,12368
2012,5783,4367,12369
2012,5783,4367,12370
2012,5783,4367,12371
2012,5783,4367,12372
2012,5783,4367,12373
2012,5783,4367,12374
2012,5783,4367,12375
2012,5783,4367,12376
2012,5783,4367,12377
2012,5783,4367,12378
2012,5783,4367,12379
2012,5783,4367,12380
2012,5783,4367,12381
2012,5784,4368,12382
2012,5784,4368,12383
2012,5784,4368,12384
2012,5784,4368,12385
2012,5784,4368,12386
2012,5784,4368,12387
2012,5784,4368,12388
2012,5784,4368,12389
2012,5784,4368,12390
2012,5784,4368,12391
2012,5784,4368,12392
2012,5785,4369,12393
2012,5786,4370,12394
2012,5787,4371,12395
2012,5788,4372,12396
2012,5789,4373,12397
2012,5789,4373,12398
2012,5789,4373,12399
2012,5790,4374,12400
2012,5791,4375,12401
2012,5792,4376,12402
2012,5792,4376,12403
2012,5792,4376,12404
2012,5793,4377,12405
2012,5793,4377,12406
2012,5793,4377,12407
2012,5793,4377,12408
2012,5793,4377,12409
2012,5793,4377,12410
2012,5793,4377,12411
2012,5793,4377,12412
2012,5793,4377,12413
2012,5793,4377,12414
2012,5793,4377,12415
2012,5793,4377,12416
2012,5793,4377,12417
2012,5793,4377,12418
2012,5794,4378,12419
2012,5795,4379,12420
2012,5796,4380,12421
2012,5797,4381,12422
2012,5798,4382,12423
2012,5799,4383,12424
2012,5800,4384,12425
2012,5800,4385,12426
2012,5801,4386,12427
2012,5802,4387,12428
2012,5803,4388,12429
2012,5804,4389,12430
2012,5805,4390,12431
2012,5806,4391,12432
2012,5807,4392,12433
2012,5808,4393,12434
2012,5809,4394,12435
2012,5809,4394,12436
2012,5810,4395,12437
2012,5810,4395,12438
2012,5811,4396,12439
2012,5812,4397,12440
2012,5813,4398,12441
2012,5814,4399,12442
2012,5815,4400,12443
2012,5816,4401,12444
2012,5817,4402,12445
2012,5818,4403,12446
2012,5819,4404,12447
2012,5820,4405,12448
2012,5821,4406,12449
2012,5822,4407,12450
2012,5823,4408,12451
2012,5824,4409,12452
2012,5825,4410,12453
2012,5826,4411,12454
2012,5826,4411,12455
2012,5826,4411,12456
2012,5826,4411,12457
2012,5826,4411,12458
2012,5827,4412,12459
2012,5829,4414,12461
2012,5830,4415,12462
2012,5830,4415,12463
2012,5830,4415,12464
2012,5830,4415,12465
2012,5830,4415,12466
2012,5830,4415,12467
2012,5830,4415,12468
2012,5830,4415,12469
2012,5830,4415,12470
2012,5831,4416,12471
2012,5832,4417,12472
2012,5833,4418,12473
2012,5834,4419,12474
2012,5835,4420,12475
2012,5836,4421,12476
2012,5837,4422,12477
2012,5839,4424,12480
2012,5840,4425,12481
2012,5840,4425,12482
2012,5840,4425,12483
2012,5840,4425,12484
2012,5840,4425,12485
2012,5841,4426,12486
2012,5842,4427,12487
2012,5843,4428,12488
2012,5844,4429,12489
2012,5844,4429,12490
2012,5844,4429,12491
2012,5844,4429,12492
2012,5844,4429,12493
2012,5844,4429,12494
2012,5844,4429,12495
2012,5844,4429,12496
2012,5844,4429,12497
2012,5844,4429,12498
2012,5844,4429,12499
2012,5845,4430,12500
2012,5845,4430,12501
2012,5845,4430,12502
2012,5845,4430,12503
2012,5845,4430,12504
2012,5846,4431,12505
2012,5846,4431,12506
2012,5846,4431,12507
2012,5847,4432,12508
2012,5847,4432,12509
2012,5847,4432,12510
2012,5848,4433,12511
2012,5849,4434,12512
2012,5849,4434,12513
2012,5851,4436,12521
2012,5851,4436,12522
2012,5851,4436,12523
2012,5852,4437,12524
2012,5852,4437,12525
2012,5853,4438,12526
2012,5853,4438,12527
2012,5853,4438,12528
2012,5853,4438,12529
2012,5853,4438,12530
2012,5854,4439,12531
2012,5854,4439,12532
2012,5854,4439,12533
2012,5854,4439,12534
2012,5854,4439,12535
2012,5854,4439,12536
2012,5854,4439,12537
2012,5855,4440,12538
2012,5856,4441,12539
2012,5857,4442,12540
2012,5857,4443,12541
2012,5857,4443,12542
2012,5857,4443,12543
2012,5857,4443,12544
2012,5857,4443,12545
2012,5857,4443,12546
2012,5858,4444,12547
2012,5859,4445,12548
2012,5860,4446,12549
2012,5860,4446,12550
2012,5860,4446,12551
2012,5860,4446,12552
2012,5860,4446,12553
2012,5860,4446,12554
2012,5861,4447,12555
2012,5862,4448,12556
2012,5863,4449,12557
2012,5864,4450,12558
2012,5865,4451,12559
2012,5866,4452,12560
2012,5867,4453,12561
2012,5868,4454,12562
2012,5869,4455,12563
2012,5870,4456,12564
2012,5870,4456,12565
2012,5870,4456,12566
2012,5870,4456,12567
2012,5870,4456,12568
2012,5870,4456,12569
2012,5870,4456,12570
2012,5871,4457,12571
2012,5872,4458,12572
2012,5872,4458,12573
2012,5872,4458,12574
2012,5872,4458,12575
2012,5872,4458,12576
2012,5873,4459,12577
2012,5874,4460,12578
2012,5875,4461,12579
2012,5876,4462,12580
2012,5877,4463,12581
2012,5877,4463,12582
2012,5878,4464,12583
2012,5879,4465,12584
2012,5879,4465,12585
2012,5879,4465,12586
2012,5879,4465,12587
2012,5879,4465,12588
2012,5879,4465,12589
2012,5880,4466,12590
2012,5881,4467,12591
2012,5882,4468,12592
2012,5883,4469,12593
2012,5884,4470,12594
2012,5885,4471,12595
2012,5886,4472,12596
2012,5887,4473,12597
2012,5888,4474,12598
2012,5889,4475,12599
2012,5890,4476,12600
2012,5891,4477,12601
2012,5892,4478,12602
2012,5892,4478,12603
2012,5892,4478,12604
2012,5892,4478,12605
2012,5892,4478,12606
2012,5893,4479,12607
2012,5894,4480,12608
2012,5895,4481,12609
2012,5896,4482,12610
2012,5896,4482,12611
2012,5897,4483,12612
2012,5898,4484,12613
2012,5899,4485,12614
2012,5900,4486,12615
2012,5900,4486,12616
2012,5901,4487,12617
2012,5901,4487,12618
2012,5901,4487,12619
2012,5901,4487,12620
2012,5901,4487,12621
2012,5901,4487,12622
2012,5902,4488,12623
2012,5902,4488,12624
2012,5902,4488,12625
2012,5902,4488,12626
2012,5902,4488,12627
2012,5902,4488,12628
2012,5902,4488,12629
2012,5902,4488,12630
2012,5903,4489,12631
2012,5903,4489,12632
2012,5905,4492,12634
2012,5906,4493,12635
2012,5907,4494,12636
2012,5908,4495,12637
2012,5909,4496,12638
2012,5911,4498,12640
2012,5912,4499,12641
2012,5913,4500,12642
2012,5914,4501,12643
2012,5915,4502,12644
2012,5916,4503,12645
2012,5917,4504,12646
2012,5917,4504,12647
2012,5919,4506,12649
2012,5920,4507,12650
2012,5921,4508,12651
2012,5922,4509,12652
2012,5923,4510,12653
2012,5924,4511,12654
2012,5925,4512,12655
2012,5926,4513,12656
2012,5927,4514,12657
2012,5927,4514,12658
2012,5927,4514,12659
2012,5927,4514,12660
2012,5927,4514,12661
2012,5927,4514,12662
2012,5928,4515,12663
2012,5929,4516,12664
2012,5930,4517,12665
2012,5931,4518,12666
2012,5932,4519,12667
2012,5933,4520,12668
2012,5934,4521,12669
2012,5934,4521,12670
2012,5934,4521,12671
2012,5934,4521,12672
2012,5934,4521,12673
2012,5934,4521,12674
2012,5934,4521,12675
2012,5934,4521,12676
2012,5934,4521,12677
2012,5934,4521,12678
2012,5934,4521,12679
2012,5934,4521,12680
2012,5934,4521,12681
2012,5934,4521,12682
2012,5934,4521,12683
2012,5935,4522,12684
2012,5937,4524,12686
2012,5938,4525,12687
2012,5938,4525,12688
2012,5938,4525,12689
2012,5938,4525,12690
2012,5938,4525,12691
2012,5938,4525,12692
2012,5938,4525,12693
2012,5938,4525,12694
2012,5938,4525,12695
2012,5938,4525,12696
2012,5938,4525,12697
2012,5938,4525,12698
2012,5938,4525,12699
2012,5939,4526,12700
2012,5939,4526,12701
2012,5939,4526,12702
2012,5939,4526,12703
2012,5939,4526,12704
2012,5940,4527,12705
2012,5940,4527,12706
2012,5940,4527,12707
2012,5940,4527,12708
2012,5940,4527,12709
2012,5940,4527,12710
2012,5940,4527,12711
2012,5940,4527,12712
2012,5940,4527,12713
2012,5940,4527,12714
2012,5940,4527,12715
2012,5940,4527,12716
2012,5941,4528,12717
2012,5942,4529,12718
2012,5943,4530,12719
2012,5944,4531,12720
2012,5945,4532,12721
2012,5946,4533,12722
2012,5946,4533,12723
2012,5946,4533,12724
2012,5947,4534,12725
2012,5947,4534,12726
2012,5947,4534,12727
2012,5947,4534,12728
2012,5947,4534,12729
2012,5947,4534,12730
2012,5947,4534,12731
2012,5947,4534,12732
2012,5947,4534,12733
2012,5947,4534,12734
2012,5947,4534,12735
2012,5947,4534,12736
2012,5947,4534,12737
2012,5947,4534,12738
2012,5947,4534,12739
2012,5948,4535,12740
2012,5949,4536,12741
2012,5950,4537,12742
2012,5951,4538,12743
2012,5951,4538,12744
2012,5951,4538,12745
2012,5951,4538,12746
2012,5951,4538,12747
2012,5951,4538,12748
2012,5951,4538,12749
2012,5952,4539,12750
2012,5953,4540,12751
2012,5954,4541,12752
2012,5955,4542,12753
2012,5955,4542,12754
2012,5955,4542,12755
2012,5955,4542,12756
2012,5956,4543,12757
2012,5956,4543,12758
2012,5957,4544,12759
2012,5958,4545,12760
2012,5959,4546,12761
2012,5960,4547,12762
2012,5961,4548,12763
2012,5962,4549,12764
2012,5963,4550,12765
2012,5965,4553,12768
2012,5966,4554,12769
2012,5967,4555,12770
2012,5967,4555,12771
2012,5967,4555,12772
2012,5967,4555,12773
2012,5967,4555,12774
2012,5968,4556,12775
2012,5969,4557,12776
2012,5970,4558,12777
2012,5971,4559,12778
2012,5971,4559,12779
2012,5972,4560,12780
2012,5972,4560,12781
2012,5972,4560,12782
2012,5972,4560,12783
2012,5972,4560,12784
2012,5972,4560,12785
2012,5972,4560,12786
2012,5972,4560,12787
2012,5972,4560,12788
2012,5972,4560,12789
2012,5972,4560,12790
2012,5972,4560,12791
2012,5973,4561,12792
2012,5974,4562,12793
2012,5974,4562,12794
2012,5975,4563,12795
2012,5975,4563,12796
2012,5975,4563,12797
2012,5975,4563,12798
2012,5975,4563,12799
2012,5976,4564,12800
2012,5977,4565,12801
2012,5978,4566,12802
2012,5979,4567,12803
2012,5980,4568,12804
2012,5981,4569,12805
2012,5981,4569,12806
2012,5981,4569,12807
2012,5981,4569,12808
2012,5981,4569,12809
2012,5981,4569,12810
2012,5981,4569,12811
2012,5981,4569,12812
2012,5981,4569,12813
2012,5981,4569,12814
2012,5982,4570,12815
2012,5982,4570,12816
2012,5983,4571,12817
2012,5985,4573,12819
2012,5986,4574,12820
2012,5987,4575,12821
2012,5988,4577,12822
2012,5989,4578,12823
2012,5990,4579,12824
2012,5991,4580,12825
2012,5992,4581,12826
2012,5993,4582,12827
2012,5994,4583,12828
2012,5995,4584,12829
2012,5996,4585,12830
2012,5997,4586,12831
2012,5998,4587,12832
2012,5998,4587,12833
2012,5998,4587,12834
