CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,CREATED_DATE
21,2012-01-01,2012-06-30,2012-02-09,"Freinds of Forti",150,5860,2012-08-02
41,2012-01-01,2012-06-30,2012-04-01,"Citizens for Zalewski",500,5746,2012-08-03
42,2012-01-01,2012-06-30,2012-06-05,"25th Ward Regular Democratic Party",125,5817,2012-08-03
43,2012-01-01,2012-06-30,2012-06-05,"25th Ward Regular Democratic Party",125,5567,2012-08-03
44,2012-01-01,2012-06-30,2012-03-22,"The Burnham Committee",1500,6076,2012-08-03
61,2012-01-01,2012-06-30,2012-06-14,"Friends of Will Burns",75,5846,2012-08-06
81,2012-01-01,2012-06-30,2012-05-31,"Will Burns",300,5975,2012-08-07
82,2012-01-01,2012-06-30,2012-02-08,"Alderman Ricardo Munoz",500,5536,2012-08-07
83,2012-01-01,2012-06-30,2012-02-23,"Alderman Ed Burke",250,5536,2012-08-07
84,2012-01-01,2012-06-30,2012-03-14,"Alderman Brendan Reilly",150,5536,2012-08-07
85,2012-01-01,2012-06-30,2012-04-03,"Alderman Michael Zalewski",250,5536,2012-08-07
86,2012-01-01,2012-06-30,2012-06-08,"Alderman Richard Mell",150,5536,2012-08-07
101,2012-01-01,2012-06-30,2012-02-04,"Alderman Joe Moreno",250,5796,2012-08-07
102,2012-01-01,2012-06-30,2012-03-23,"Alderman Walter Burnett",250,5796,2012-08-07
103,2012-01-01,2012-06-30,2012-04-06,"Burnham Committee",1500,5796,2012-08-07
121,2012-01-01,2012-06-30,2012-06-05,"Alderman Patrick O'Connor",500,8061,2012-08-08
122,2012-01-01,2012-06-30,2012-02-07,"Alderman Richard Mell",300,8061,2012-08-08
123,2012-01-01,2012-06-30,2012-03-02,"Alderman Proco Joe Moreno",250,8061,2012-08-08
124,2012-01-01,2012-06-30,2012-06-05,"Alderman Richard Munoz",250,8061,2012-08-08
125,2012-01-01,2012-06-30,2012-06-05,"Alderman Will Burns",500,8061,2012-08-08
126,2012-01-01,2012-06-30,2012-02-04,"Alderman Joe Moreno",250,8081,2012-08-08
127,2012-01-01,2012-06-30,2012-02-23,"Alderman Walter Burnett",250,8081,2012-08-08
128,2012-01-01,2012-06-30,2012-04-06,"Burnham Committee",1500,8081,2012-08-08
129,2012-01-01,2012-06-30,2012-06-05,"25th Ward Democratic Organization",100,7041,2012-08-09
130,2012-01-01,2012-06-30,2012-05-12,"Citizens for O'Connor",100,7096,2012-08-09
131,2012-01-01,2012-06-30,2012-05-12,"Citizens for O'Connor",100,8101,2012-08-09
132,2012-01-01,2012-06-30,2012-07-10,"Citizens for Moreno",250,5997,2012-08-09
133,2012-01-01,2012-06-30,2012-06-14,"Citizens for Waguespack",100,5997,2012-08-09
134,2012-01-01,2012-06-30,2012-05-19,"Citizens for Fioretti",100,5997,2012-08-09
136,2012-01-01,2012-06-30,2012-03-01,"Ald Ed Burke",500,8123,2012-08-09
137,2012-01-01,2012-06-30,2012-04-27,"Ald Pat O'Connor",100,8123,2012-08-09
141,2012-01-01,2012-06-30,2012-05-01,"Friends of Will Burns",500,5961,2012-08-10
142,2012-01-01,2012-06-30,2012-03-20,"Citizens for Joe Moore",500,5762,2012-08-10
143,2012-01-01,2012-06-30,2012-06-10,"43rd Ward Democrats",500,5762,2012-08-10
144,2012-01-01,2012-06-30,2012-05-17,"Citizens for O'Connor",400,8146,2012-08-10
145,2012-01-01,2012-06-30,2012-01-01,"Friends of Ed Burke",250,6922,2012-08-10
146,2012-01-01,2012-06-30,2012-02-17,"11th Ward Organization",300,6922,2012-08-10
147,2012-01-01,2012-06-30,2012-02-18,"40th Ward Organization",100,6922,2012-08-10
148,2012-01-01,2012-06-30,2012-03-14,"Friends of Alderman Reilly",1000,6922,2012-08-10
149,2012-01-01,2012-06-30,2012-02-03,"Friends of Ed Burke",1000,5629,2012-08-10
161,2012-01-01,2012-06-30,2012-06-13,"19th Ward Democratic Organization",1000,5875,2012-08-13
181,2012-01-01,2012-06-30,2012-04-26,"Alderman Toni Foulkes",1000,5858,2012-08-14
182,2012-01-01,2012-06-30,2012-02-24,"Friends of Matt O'Shea",1000,5858,2012-08-14
183,2012-01-01,2012-06-30,2012-03-28,"Friends of JoAnne Thompson",1250,5858,2012-08-14
184,2012-01-01,2012-06-30,2012-07-17,"19th Ward Democratic Organization",1000,5858,2012-08-14
185,2012-01-01,2012-06-30,2012-02-23,"Citizens for Cappleman",150,6039,2012-08-14
186,2012-01-01,2012-06-30,2012-04-07,"Citizens for Patrick O'Connor",100,6039,2012-08-14
187,2012-01-01,2012-06-30,2012-04-24,"Citizens for Tunney",500,6039,2012-08-14
188,2012-01-01,2012-06-30,2012-05-30,"Friends of George A Cardenas",250,6039,2012-08-14
189,2012-01-01,2012-06-30,2012-05-30,"Friends of Will Burns",150,6039,2012-08-14
201,2012-01-01,2012-06-30,2012-05-10,"Friends of Edward M. Burke",250,5883,2012-08-14
202,2012-01-01,2012-06-30,2012-06-05,"25th Ward Regular Democratic Party",125,5973,2012-08-14
241,2012-01-01,2012-06-30,2012-05-30,"Will Burns, Friends of",1000,5919,2012-08-21
242,2012-01-01,2012-06-30,2012-03-22,"Friends of Alderman Burke",250,5829,2012-08-21
243,2012-01-01,2012-06-30,2012-02-21,"Friends of Walter Burnett",450,7834,2012-08-21
244,2012-01-01,2012-06-30,2012-02-21,"Friends of Walter Burnett",450,8423,2012-08-21
245,2012-01-01,2012-06-30,2012-02-08,"Alderman Brendan Reilly - Club 42",250,5963,2012-08-21
261,2012-01-01,2012-06-30,2012-06-01,"Alderman Michelle Smith",100,5927,2012-08-21
262,2012-01-01,2012-06-30,2012-03-04,"Alderman Brendan Reilly",100,5927,2012-08-21
264,2012-01-01,2012-06-30,2012-03-19,"Alderman Ricardo Munoz",450,6101,2012-08-21
281,2012-01-01,2012-06-30,2012-02-23,"5th Ward Democratic Organization",1000,7063,2012-08-22
282,2012-01-01,2012-06-30,2012-03-13,"Friends of Michelle Harris",1000,7063,2012-08-22
283,2012-01-01,2012-06-30,2012-03-14,"25th Ward Democratic Organization",1500,7063,2012-08-22
284,2012-01-01,2012-06-30,2012-03-14,"Friends to Elect Toni L. Foulkes",1000,7063,2012-08-22
285,2012-01-01,2012-06-30,2012-05-30,"Friends of Will Burns",500,7063,2012-08-22
286,2012-01-01,2012-06-30,2012-06-07,"19th Ward Regular Democratic Organization",1000,7063,2012-08-22
287,2012-01-01,2012-06-30,2012-06-18,"Alderman Will Burns",500,5788,2012-08-22
288,2012-01-01,2012-06-30,2012-02-23,"43rd Ward Democrats",250,8225,2012-08-22
289,2012-01-01,2012-06-30,2012-02-23,"Friends of Proco Joe Moreno",250,8225,2012-08-22
290,2012-01-01,2012-06-30,2012-06-05,"25th Ward Regular Democratic Organization",1000,8225,2012-08-22
291,2012-01-01,2012-06-30,2012-06-08,"Citizens for Mell",750,8225,2012-08-22
292,2012-01-01,2012-06-30,2012-02-21,"Friends of Walter Burnett Jr.",750,7165,2012-08-22
293,2012-01-01,2012-06-30,2012-06-04,"Friends of Will Burns",750,7165,2012-08-22
294,2012-01-01,2012-06-30,2012-06-13,"Friends of Will Burns",300,8482,2012-08-22
295,2012-01-01,2012-06-30,2012-06-29,"Citizens for Alderman Reilly",200,8482,2012-08-22
296,2012-01-01,2012-06-30,2012-06-28,"Alderman Tim Cullerton",250,7303,2012-08-22
297,2012-01-01,2012-06-30,2012-01-20,"Friends of Proco Joe Moreno",500,6063,2012-08-22
298,2012-01-01,2012-06-30,2012-02-21,"Citizens for Cappleman",500,6063,2012-08-22
299,2012-01-01,2012-06-30,2012-03-08,"25th Ward Regular Democratic Organization",500,6063,2012-08-22
300,2012-01-01,2012-06-30,2012-03-08,"34th Ward Democratic Organization",500,6063,2012-08-22
301,2012-01-01,2012-06-30,2012-05-01,"Citizens for Cappleman",500,6063,2012-08-22
302,2012-01-01,2012-06-30,2012-06-01,"Friends of Will Burns",250,6063,2012-08-22
305,2012-01-01,2012-06-30,2012-05-01,"Will Burns",250,6089,2012-08-22
306,2012-01-01,2012-06-30,2012-03-14,"Alderman Brendan Reilly",150,7107,2012-08-22
307,2012-01-01,2012-06-30,2012-06-20,"Alderman Brendan Reilly",100,7107,2012-08-22
321,2012-01-01,2012-06-30,2012-02-07,"Alderman Richard Mell",300,7771,2012-08-23
322,2012-01-01,2012-06-30,2012-03-02,"Alderman Proco Joe Moreno",250,7771,2012-08-23
323,2012-01-01,2012-06-30,2012-06-05,"Alderman Will Burns",500,7771,2012-08-23
324,2012-01-01,2012-06-30,2012-06-05,"Alderman Patrick O'Connor",500,7771,2012-08-23
325,2012-01-01,2012-06-30,2012-06-05,"Alderman Richard Munoz",250,7771,2012-08-23
326,2012-01-01,2012-06-30,2012-06-05,"Alderman Tom Tunney",250,7771,2012-08-23
341,2012-01-01,2012-06-30,2012-02-22,"Friends of Walter Burnett Jr.",250,6980,2012-08-23
342,2012-01-01,2012-06-30,2012-03-01,"Alderman Patrick J. O'Connor",1500,7001,2012-08-23
343,2012-01-01,2012-06-30,2012-06-02,"Citizens for O'Connor",100,5690,2012-08-23
344,2012-01-01,2012-06-30,2012-02-21,"Friends of Walter Burnett",500,6116,2012-08-23
345,2012-01-01,2012-06-30,2012-02-23,"Democratic Party of the 29th Ward",1500,6116,2012-08-23
346,2012-01-01,2012-06-30,2012-02-23,"Friends of Proco Joe Moreno",1500,6116,2012-08-23
347,2012-01-01,2012-06-30,2012-03-12,"Citizen for Joe Moore",1500,6116,2012-08-23
348,2012-01-01,2012-06-30,2012-03-12,"Citizens for Ervin",1500,6116,2012-08-23
349,2012-01-01,2012-06-30,2012-04-24,"Citizens for Tunney",1000,6116,2012-08-23
350,2012-01-01,2012-06-30,2012-06-14,"Citizens for Waguespack",500,6116,2012-08-23
351,2012-01-01,2012-06-30,2012-06-08,"33rd Ward Democratic Organization",500,6116,2012-08-23
352,2012-01-01,2012-06-30,2012-06-25,"Friends of Ameya Pawar",500,6116,2012-08-23
353,2012-01-01,2012-06-30,2012-06-26,"Neighbors for Harry Osterman",1500,6116,2012-08-23
354,2012-01-01,2012-06-30,2012-06-26,"Citizens for Tim Cullerton",1000,6116,2012-08-23
355,2012-01-01,2012-06-30,2012-03-14,"Toni Foulkes, Al;derman",50,5728,2012-08-23
356,2012-01-01,2012-06-30,2012-05-24,"Leslie Hairston, Alderman",150,5728,2012-08-23
361,2012-01-01,2012-06-30,2012-02-21,"Friends of Walter Burnett Jr.",150,6034,2012-08-24
362,2012-01-01,2012-06-30,2012-04-12,"Citizens for Patrick O'Connor",100,6034,2012-08-24
363,2012-01-01,2012-06-30,2012-02-21,"Ald. Jason Ervin",100,6034,2012-08-24
364,2012-01-01,2012-06-30,2012-02-21,"Friends of Walter Burnett Jr.",150,8542,2012-08-24
365,2012-01-01,2012-06-30,2012-02-21,"Ald. Jason Ervin",100,8542,2012-08-24
366,2012-01-01,2012-06-30,2012-04-12,"Citizens for Patrick O'Connor",100,8542,2012-08-24
371,2012-01-01,2012-06-30,2012-05-15,"Alderman Will Burns",250,6982,2012-08-24
372,2012-01-01,2012-06-30,2012-02-13,"Friends of Walter Burnett Jr.",450,5938,2012-08-24
373,2012-01-01,2012-06-30,2012-05-17,"Friends of Will Burns",250,5938,2012-08-24
374,2012-01-01,2012-06-30,2012-06-11,"33rd Ward Regular Democratic Organization",1000,7602,2012-08-24
375,2012-01-01,2012-06-30,2012-06-12,"The Burnham Committee",1500,7602,2012-08-24
376,2012-01-01,2012-06-30,2012-06-29,"Citizens for Alderman Reilly",1000,7602,2012-08-24
377,2012-01-01,2012-06-30,2012-06-21,"Friends of Proco Joe Moreno",500,7602,2012-08-24
378,2012-01-01,2012-06-30,2012-04-03,"23rd Ward Alderman Nichael Zalewski",1500,6020,2012-08-24
381,2012-01-01,2012-06-30,2012-06-21,"Friends of Proco Joe Moreno",500,8581,2012-08-27
382,2012-01-01,2012-06-30,2012-06-12,"The Burnham Committee",1500,8581,2012-08-27
383,2012-01-01,2012-06-30,2012-06-11,"33rd Ward Regular Democratic Organization",1000,8581,2012-08-27
384,2012-01-01,2012-06-30,2012-06-29,"Citizens for Alderman Reilly",1000,8581,2012-08-27
401,2012-01-01,2012-06-30,2012-04-03,"23rd Ward Alderman Nichael Zalewski",1500,5855,2012-08-27
402,2012-01-01,2012-06-30,2012-05-22,"Coalition for a better government",200,7754,2012-08-27
403,2012-01-01,2012-06-30,2012-03-15,"Proco Joe Moreno",500,7754,2012-08-27
404,2012-01-01,2012-06-30,2012-06-14,"Alderman Scott Waguespack",250,7754,2012-08-27
421,2012-01-01,2012-06-30,2012-02-21,"Ald. Jason Ervin",100,8621,2012-08-28
422,2012-01-01,2012-06-30,2012-02-21,"Friends of Walter Burnett Jr.",150,8621,2012-08-28
423,2012-01-01,2012-06-30,2012-04-12,"Citizens for Patrick O'Connor",100,8621,2012-08-28
424,2012-01-01,2012-06-30,2012-06-18,"33rd Ward Regular Democratic Organization Dinner",500,5684,2012-08-28
425,2012-01-01,2012-06-30,2012-01-11,"Citizens for Patrick J. O'Connor",100,8321,2012-08-28
426,2012-01-01,2012-06-30,2012-05-09,"Friends of Leslie A Hairston",150,8321,2012-08-28
427,2012-01-01,2012-06-30,2012-06-27,"Friends of Proco Joe Moreno",500,8321,2012-08-28
441,2012-01-01,2012-06-30,2012-02-07,"Alderman Richard Mell",300,8301,2012-08-28
442,2012-01-01,2012-06-30,2012-03-02,"Alderman Proco Joe Moreno",250,8301,2012-08-28
443,2012-01-01,2012-06-30,2012-06-05,"Alderman Will Burns",500,8301,2012-08-28
444,2012-01-01,2012-06-30,2012-06-05,"Alderman Patrick O'Connor",500,8301,2012-08-28
445,2012-01-01,2012-06-30,2012-06-05,"Alderman Richard Munoz",250,8301,2012-08-28
446,2012-01-01,2012-06-30,2012-06-05,"Alderman Tom Tunney",250,8301,2012-08-28
481,2012-01-01,2012-06-30,2012-02-15,"Toni Preckwinkle",200,7706,2012-08-29
482,2012-01-01,2012-06-30,2012-05-01,"Friends of Will Burns",100,5717,2012-08-29
501,2012-01-01,2012-06-30,2012-06-17,"Alderman Harry Osterman",250,5703,2012-08-29
502,2012-01-01,2012-06-30,2012-01-12,"Citizens for Waguespack",150,5891,2012-08-29
503,2012-01-01,2012-06-30,2012-01-17,"Citizens for Patrick J O'Connor",250,5891,2012-08-29
504,2012-01-01,2012-06-30,2012-02-07,"Democratic Party of the 29th Ward",150,5891,2012-08-29
505,2012-01-01,2012-06-30,2012-02-07,"Citizens to Elect John Arena",150,5891,2012-08-29
506,2012-01-01,2012-06-30,2012-02-07,"Reilly for Committeeman",250,5891,2012-08-29
507,2012-01-01,2012-06-30,2012-02-14,"Citizens for Cappleman",150,5891,2012-08-29
508,2012-01-01,2012-06-30,2012-02-14,"Citizens for Ervin",150,5891,2012-08-29
509,2012-01-01,2012-06-30,2012-02-14,"11th Ward Democratic Party Campaign Committee",600,5891,2012-08-29
510,2012-01-01,2012-06-30,2012-02-14,"Friends of Walter Burnett",150,5891,2012-08-29
511,2012-01-01,2012-06-30,2012-02-21,"Friends of Proco Joe Moreno",500,5891,2012-08-29
512,2012-01-01,2012-06-30,2012-02-21,"5th Ward Regular Democratic Organization",250,5891,2012-08-29
513,2012-01-01,2012-06-30,2012-02-23,"Friends to Elect Toni Foulkes",150,5891,2012-08-29
514,2012-01-01,2012-06-30,2012-02-23,"25th Ward Regular Democratic Organization",150,5891,2012-08-29
515,2012-01-01,2012-06-30,2012-02-24,"The Burnham Committee",250,5891,2012-08-29
516,2012-01-01,2012-06-30,2012-03-05,"Friends of Michelle Harris",150,5891,2012-08-29
517,2012-01-01,2012-06-30,2012-03-05,"Citizens for Ervin",100,5891,2012-08-29
518,2012-01-01,2012-06-30,2012-03-07,"Citizens for Joe Moore",250,5891,2012-08-29
519,2012-01-01,2012-06-30,2012-04-04,"Friends of George Cardenas",500,5891,2012-08-29
520,2012-01-01,2012-06-30,2012-04-04,"Citizens for Tunney",150,5891,2012-08-29
521,2012-01-01,2012-06-30,2012-04-17,"Citizens for O'Connor",250,5891,2012-08-29
522,2012-01-01,2012-06-30,2012-04-27,"Citizens for Munoz",150,5891,2012-08-29
523,2012-01-01,2012-06-30,2012-05-01,"Citizens for Cappleman",500,5891,2012-08-29
524,2012-01-01,2012-06-30,2012-05-01,"Friends of Will Burns",150,5891,2012-08-29
525,2012-01-01,2012-06-30,2012-05-01,"19th Ward Democratic Organization",125,5891,2012-08-29
544,2012-01-01,2012-06-30,2012-05-17,"Alderman James Cappleman",75,8749,2012-08-30
545,2012-01-01,2012-06-30,2012-02-23,"Alderman Walter Burnett",250,8750,2012-08-30
546,2012-01-01,2012-06-30,2012-02-04,"Alderman Joe Moreno",250,8750,2012-08-30
547,2012-01-01,2012-06-30,2012-04-06,"Burnham Committee",1500,8750,2012-08-30
561,2012-01-01,2012-06-30,2012-02-21,"Friends of Walter Burnett",450,8786,2012-09-04
564,2012-01-01,2012-06-30,2012-05-01,"Friends of Will Burns",500,8796,2012-09-04
565,2012-01-01,2012-06-30,2012-06-14,"The Burnham Committee",100,8797,2012-09-04
566,2012-01-01,2012-06-30,2012-06-11,"33rd Ward Regular Democratic Organization",1000,8800,2012-09-04
567,2012-01-01,2012-06-30,2012-06-12,"The Burnham Committee",1500,8800,2012-09-04
568,2012-01-01,2012-06-30,2012-06-29,"Citizens for Alderman Reilly",1000,8800,2012-09-04
569,2012-01-01,2012-06-30,2012-06-21,"Friends of Proco Joe Moreno",500,8800,2012-09-04
570,2012-01-01,2012-06-30,2012-06-11,"33rd Ward Regular Democratic Organization",1000,8801,2012-09-04
571,2012-01-01,2012-06-30,2012-06-12,"The Burnham Committee",1500,8801,2012-09-04
572,2012-01-01,2012-06-30,2012-06-29,"Citizens for Alderman Reilly",1000,8801,2012-09-04
573,2012-01-01,2012-06-30,2012-06-21,"Friends of Proco Joe Moreno",500,8801,2012-09-04
574,2012-01-01,2012-06-30,2012-06-30,"Alderman Reilly",250,7601,2012-09-04
575,2012-01-01,2012-06-30,2012-06-30,"Alderman Pawar",500,7601,2012-09-04
576,2012-01-01,2012-06-30,2012-06-30,"Alderman Pawar",500,8802,2012-09-04
577,2012-01-01,2012-06-30,2012-06-30,"Alderman Reilly",250,8802,2012-09-04
581,2012-01-01,2012-06-30,2012-05-31,"Will Burns",300,8844,2012-09-05
582,2012-01-01,2012-06-30,2012-05-31,"Will Burns",300,8845,2012-09-05
583,2012-01-01,2012-06-30,2012-06-14,"The Burnham Committee",100,8848,2012-09-05
601,2012-01-01,2012-06-30,2012-02-15,"Toni Preckwinkle",200,8865,2012-09-05
602,2012-01-01,2012-06-30,2012-02-15,"Toni Preckwinkle",200,8866,2012-09-05
621,2012-01-01,2012-06-30,2012-05-12,"Citizens for O'Connor",100,8885,2012-09-06
622,2012-01-01,2012-06-30,2012-02-23,"Friends of Walter Burnett Jr.",500,8889,2012-09-06
623,2012-01-01,2012-06-30,2012-06-18,"Neighbors for Harry Osterman",500,8889,2012-09-06
624,2012-01-01,2012-06-30,2012-06-07,"43rd Ward Democrats",1000,8889,2012-09-06
625,2012-01-01,2012-06-30,2012-04-20,"Citizens for Tunney",750,8889,2012-09-06
626,2012-01-01,2012-06-30,2012-04-13,"Citizens to Elect John Arena",100,7827,2012-09-07
627,2012-01-01,2012-06-30,2012-06-13,"Citizens for Tim Cullerton",250,7827,2012-09-07
628,2012-01-01,2012-06-30,2012-06-27,"Friends of Proco Joe Moreno",500,8904,2012-09-07
629,2012-01-01,2012-06-30,2012-05-09,"Friends of Leslie A Hairston",150,8904,2012-09-07
630,2012-01-01,2012-06-30,2012-01-11,"Citizens for Patrick J. O'Connor",100,8904,2012-09-07
641,2012-01-01,2012-06-30,2012-05-10,"Will Burns for Alderman",1000,8981,2012-09-13
642,2012-01-01,2012-06-30,2012-05-10,"Citizens for Reilly",1500,8981,2012-09-13
643,2012-01-01,2012-06-30,2012-01-27,"Citizens for Debra Silverstein",500,8981,2012-09-13
661,2012-01-01,2012-06-30,2012-06-28,"Alderman Tim Cullerton",250,9001,2012-09-14
681,2012-01-01,2012-06-30,2012-05-10,"Will Burns for Alderman",1000,9043,2012-09-17
682,2012-01-01,2012-06-30,2012-01-27,"Citizens for Debra Silverstein",500,9043,2012-09-17
683,2012-01-01,2012-06-30,2012-05-10,"Citizens for Reilly",1500,9043,2012-09-17
701,2012-01-01,2012-06-30,2012-01-11,"Citizens for Patrick J. O'Connor",100,9062,2012-09-19
702,2012-01-01,2012-06-30,2012-05-09,"Friends of Leslie A Hairston",150,9062,2012-09-19
703,2012-01-01,2012-06-30,2012-06-27,"Friends of Proco Joe Moreno",500,9062,2012-09-19
704,2012-01-01,2012-06-30,2012-02-22,"Friends of Walter Burnett Jr.",250,9068,2012-09-19
721,2012-01-01,2012-06-30,2012-05-09,"Friends of Leslie A Hairston",150,9143,2012-09-25
722,2012-01-01,2012-06-30,2012-06-27,"Friends of Proco Joe Moreno",500,9143,2012-09-25
723,2012-01-01,2012-06-30,2012-01-11,"Citizens for Patrick J. O'Connor",100,9143,2012-09-25
743,2012-01-01,2012-06-30,2012-02-01,"Friends of Mike Zalewski",500,9163,2012-09-26
744,2012-01-01,2012-06-30,2012-02-13,"Rick Munoz Campaign Committee",500,9163,2012-09-26
745,2012-01-01,2012-06-30,2012-02-13,"Rick Munoz Campaign Committee",500,9164,2012-09-26
746,2012-01-01,2012-06-30,2012-02-01,"Friends of Mike Zalewski",500,9164,2012-09-26
747,2012-01-01,2012-06-30,2012-02-01,"Friends of Mike Zalewski",500,9165,2012-09-26
748,2012-01-01,2012-06-30,2012-02-13,"Rick Munoz Campaign Committee",500,9165,2012-09-26
761,2012-01-01,2012-06-30,2012-03-22,"The Burnham Committee",1500,9184,2012-09-27
762,2012-01-01,2012-06-30,2012-02-03,"Friends of Ed Burke",1000,9222,2012-09-27
763,2012-01-01,2012-06-30,2012-02-24,"Friends of Matt O'Shea",1000,9247,2012-09-27
764,2012-01-01,2012-06-30,2012-04-26,"Alderman Toni Foulkes",1000,9247,2012-09-27
765,2012-01-01,2012-06-30,2012-07-17,"19th Ward Democratic Organization",1000,9247,2012-09-27
766,2012-01-01,2012-06-30,2012-03-28,"Friends of JoAnne Thompson",1250,9247,2012-09-27
767,2012-01-01,2012-06-30,2012-05-30,"Will Burns, Friends of",1000,9300,2012-09-27
768,2012-01-01,2012-06-30,2012-03-22,"Friends of Alderman Burke",250,9301,2012-09-27
769,2012-01-01,2012-06-30,2012-05-17,"Friends of Will Burns",250,9306,2012-09-27
770,2012-01-01,2012-06-30,2012-02-13,"Friends of Walter Burnett Jr.",450,9306,2012-09-27
781,2012-07-01,2012-09-30,2012-08-02,"Friends of Ald. Laurino",1000,5684,2012-09-28
782,2012-01-01,2012-06-30,2012-01-11,"Citizens for Patrick J. O'Connor",100,9324,2012-09-28
783,2012-01-01,2012-06-30,2012-05-09,"Friends of Leslie A Hairston",150,9324,2012-09-28
784,2012-01-01,2012-06-30,2012-06-27,"Friends of Proco Joe Moreno",500,9324,2012-09-28
801,2012-01-01,2012-06-30,2012-05-22,"Coalition for a better government",200,9342,2012-10-01
802,2012-01-01,2012-06-30,2012-06-14,"Alderman Scott Waguespack",250,9342,2012-10-01
803,2012-01-01,2012-06-30,2012-03-15,"Proco Joe Moreno",500,9342,2012-10-01
804,2012-01-01,2012-06-30,2012-05-30,"Friends of Will Burns",500,9343,2012-10-01
805,2012-01-01,2012-06-30,2012-06-07,"19th Ward Regular Democratic Organization",1000,9343,2012-10-01
806,2012-01-01,2012-06-30,2012-03-14,"Friends to Elect Toni L. Foulkes",1000,9343,2012-10-01
807,2012-01-01,2012-06-30,2012-02-23,"5th Ward Democratic Organization",1000,9343,2012-10-01
808,2012-01-01,2012-06-30,2012-03-13,"Friends of Michelle Harris",1000,9343,2012-10-01
809,2012-01-01,2012-06-30,2012-03-14,"25th Ward Democratic Organization",1500,9343,2012-10-01
810,2012-01-01,2012-06-30,2012-06-12,"The Burnham Committee",1500,9353,2012-10-01
811,2012-01-01,2012-06-30,2012-06-11,"33rd Ward Regular Democratic Organization",1000,9353,2012-10-01
812,2012-01-01,2012-06-30,2012-06-29,"Citizens for Alderman Reilly",1000,9353,2012-10-01
813,2012-01-01,2012-06-30,2012-06-21,"Friends of Proco Joe Moreno",500,9353,2012-10-01
814,2012-01-01,2012-06-30,2012-06-30,"Alderman Reilly",250,9354,2012-10-01
815,2012-01-01,2012-06-30,2012-06-30,"Alderman Pawar",500,9354,2012-10-01
822,2012-07-01,2012-09-30,2012-08-16,"Friends of Brendan Reilly",250,5963,2012-10-02
823,2012-01-01,2012-06-30,2012-05-30,"Friends of Will Burns",150,9382,2012-10-03
824,2012-01-01,2012-06-30,2012-04-07,"Citizens for Patrick O'Connor",100,9382,2012-10-03
825,2012-01-01,2012-06-30,2012-04-24,"Citizens for Tunney",500,9382,2012-10-03
826,2012-01-01,2012-06-30,2012-05-30,"Friends of George A Cardenas",250,9382,2012-10-03
827,2012-01-01,2012-06-30,2012-02-23,"Citizens for Cappleman",150,9382,2012-10-03
841,2012-07-01,2012-09-30,2012-09-28,"Friends of Mary O'Connor",115,6063,2012-10-04
842,2012-07-01,2012-09-30,2012-09-11,"44th Ward Democratic Organization",500,6063,2012-10-04
843,2012-07-01,2012-09-30,2012-09-11,"Citizens for Reilly",1500,6063,2012-10-04
844,2012-07-01,2012-09-30,2012-09-10,"14th Ward Regular Democratic Organization",100,8848,2012-10-04
845,2012-07-01,2012-09-30,2012-09-10,"14th Ward Regular Democratic Organization",100,8797,2012-10-04
862,2012-01-01,2012-06-30,2012-06-28,"Alderman Tim Cullerton",250,9421,2012-10-05
881,2012-07-01,2012-09-30,2012-08-31,"Toni Foulkes",500,5982,2012-10-05
882,2012-07-01,2012-09-30,2012-08-31,"Roderick Sawyer",500,5982,2012-10-05
883,2012-07-01,2012-09-30,2012-09-25,"Sandi Jackson",500,5982,2012-10-05
884,2012-07-01,2012-09-30,2012-08-31,"Toni Foulkes",500,5982,2012-10-05
885,2012-07-01,2012-09-30,2012-08-31,"Roderick Sawyer",500,5982,2012-10-05
886,2012-07-01,2012-09-30,2012-09-25,"Sandi Jackson",500,5982,2012-10-05
901,2012-07-01,2012-09-30,2012-07-24,"Citizens for Joe Moore",500,8889,2012-10-07
902,2012-07-01,2012-09-30,2012-08-17,"Citizens for James Cappleman",500,8889,2012-10-07
903,2012-07-01,2012-09-30,2012-09-07,"44th Ward Democratic Organizatio",500,8889,2012-10-07
921,2012-07-01,2012-09-30,2012-09-13,"Alderman Carrie Austin",500,7771,2012-10-09
922,2012-07-01,2012-09-30,2012-09-13,"Alderman James Cappleman",250,7771,2012-10-09
923,2012-07-01,2012-09-30,2012-09-13,"Alderman Walter Burnett, Jr.",300,7771,2012-10-09
924,2012-07-01,2012-09-30,2012-08-14,"Friends of Walter Burnett Jr.",150,9306,2012-10-09
925,2012-07-01,2012-09-30,2012-09-12,"Citizens for Munoz",100,9306,2012-10-09
941,2012-07-01,2012-09-30,2012-08-14,"Friends of Walter Burnett, Jr.",150,9064,2012-10-09
961,2012-07-01,2012-09-30,2012-09-13,"Alderman Carrie Austin",500,8061,2012-10-10
962,2012-07-01,2012-09-30,2012-09-13,"Alderman James Cappleman",250,8061,2012-10-10
963,2012-07-01,2012-09-30,2012-09-13,"Alderman Walter Burnett, Jr.",300,8061,2012-10-10
981,2012-07-01,2012-09-30,2012-08-14,"Friends of Walter Burnett, Jr.",150,9541,2012-10-11
982,2012-07-01,2012-09-30,2012-08-06,"Citizens for John Arena",150,9324,2012-10-11
983,2012-07-01,2012-09-30,2012-08-20,"Citizens for Cappleman",150,9324,2012-10-11
