CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,CREATED_DATE
14643,2016-01-01,2016-03-31,2016-02-09,"Alderman Jason Ervin",250,34742,2016-07-14
14644,2016-04-01,2016-06-30,2016-06-30,N/A,0,29402,2016-07-14
14661,2016-01-01,2016-03-31,2016-03-11,"Michelle Harris for City Clerk",1000,34762,2016-07-14
14662,2016-01-01,2016-03-31,2016-02-22,"12th Ward Regular Democratic Organization",1000,34762,2016-07-14
14663,2016-01-01,2016-03-31,2016-02-09,"Alderman Jason Ervin",250,34763,2016-07-14
14681,2016-01-01,2016-03-31,2016-03-11,"Michelle Harris for City Clerk",1000,34781,2016-07-14
14682,2016-01-01,2016-03-31,2016-02-22,"12th Ward Regular Democratic Organization",1000,34781,2016-07-14
14683,2016-04-01,2016-06-30,2016-05-13,"Friends of Carrie M. Austin",500,30012,2016-07-14
14684,2016-04-01,2016-06-30,2016-05-13,"Friends of George A. Cardenas",500,30012,2016-07-14
14685,2016-04-01,2016-06-30,2016-05-13,"Hopkins for Chicago",250,30012,2016-07-14
14686,2016-04-01,2016-06-30,2016-06-28,"Friends of Sophia King",250,30012,2016-07-14
14687,2016-04-01,2016-06-30,2016-05-27,"Citizens for Deb Mell",150,30012,2016-07-14
14688,2016-04-01,2016-06-30,2016-06-15,"Citizens for Joe Moore",250,30012,2016-07-14
14689,2016-04-01,2016-06-30,2016-05-13,"Citizens for Patrick O'Connor",500,30012,2016-07-14
14690,2016-04-01,2016-06-30,2016-05-27,"Citizens for Reilly",1500,30012,2016-07-14
14691,2016-04-01,2016-06-30,2016-05-13,"Friends of Roderick T. Sawyer",500,30012,2016-07-14
14692,2016-04-01,2016-06-30,2016-06-28,"Citizens for Michael Scott Jr.",250,30012,2016-07-14
14693,2016-04-01,2016-06-30,2016-05-18,"Citizens to Elect Susan Sadlowski-Garza",150,34781,2016-07-14
14694,2016-04-01,2016-06-30,2016-05-18,"Friends of Margaret Laurino",500,34781,2016-07-14
14695,2016-04-01,2016-06-30,2016-06-14,"Friends of Walter Burnett",150,34781,2016-07-14
14696,2016-04-01,2016-06-30,2016-06-23,"Citizens for Joe Moreno",100,34781,2016-07-14
14697,2016-04-01,2016-06-30,2016-06-27,"Burnham Committee",1500,34781,2016-07-14
14701,2016-04-01,2016-06-30,2016-06-23,"Chicago Progressive Caucus",100,30375,2016-07-14
14702,2016-01-01,2016-03-31,2016-02-09,"Alderman Jason Ervin",250,34801,2016-07-14
14721,2016-01-01,2016-03-31,2016-02-09,"Alderman Jason Ervin",250,34881,2016-07-15
14741,2016-04-01,2016-06-30,2016-04-20,"Democratic Majority (Mike Madigan)",250,29866,2016-07-15
14742,2016-04-01,2016-06-30,2016-06-28,"The Burnham Committee",1000,29866,2016-07-15
14743,2016-04-01,2016-06-30,2016-06-28,"Citizens for Patrick J. O'Connor",250,29866,2016-07-15
14744,2016-04-01,2016-06-30,2016-06-30,"Friends of Carbonargi",200,29866,2016-07-15
14761,2016-04-01,2016-06-30,2016-05-19,"Citizens for Brendan Reilly",1500,34261,2016-07-15
14762,2016-04-01,2016-06-30,2016-05-27,"42nd Ward Democratic Organization",1000,34223,2016-07-15
14763,2016-04-01,2016-06-30,2016-05-27,"Citizens for Brendan Reilly",500,34223,2016-07-15
14764,2016-04-01,2016-06-30,2016-06-02,"Citizens for Deb Mell",500,34223,2016-07-15
14781,2016-04-01,2016-06-30,2016-05-22,"Alderman Carrie Austin",250,29865,2016-07-15
14782,2016-04-01,2016-06-30,2016-05-13,"Friends of Margaret Laurino",750,31921,2016-07-15
14783,2016-04-01,2016-06-30,2016-05-13,"Friends of Roderick Sawyer",1000,31921,2016-07-15
14784,2016-04-01,2016-06-30,2016-05-13,"Friends of Susan Sadlowski-Garza",500,31921,2016-07-15
14801,2016-04-01,2016-06-30,2016-05-24,"Hopkins for Chicago",500,29707,2016-07-17
14821,2016-04-01,2016-06-30,2016-04-21,"Ald. Hopkins",250,34662,2016-07-18
14822,2016-04-01,2016-06-30,2016-05-17,"Ald. Laurino",500,34662,2016-07-18
14823,2016-04-01,2016-06-30,2016-06-14,"Ald. Burnett",500,34662,2016-07-18
14824,2016-04-01,2016-06-30,2016-06-02,"Citizens for Deb Mell",500,34944,2016-07-18
14825,2016-04-01,2016-06-30,2016-05-27,"42nd Ward Democratic Organization",1000,34944,2016-07-18
14826,2016-04-01,2016-06-30,2016-05-27,"Citizens for Brendan Reilly",500,34944,2016-07-18
14827,2016-04-01,2016-06-30,2016-06-16,"19th Ward Democratic Organization",500,29956,2016-07-18
14841,2016-04-01,2016-06-30,2016-06-12,"Ald Sophia King",250,30245,2016-07-18
14842,2016-04-01,2016-06-30,2016-06-07,"Ald Patrick Thompson",500,30245,2016-07-18
14843,2016-04-01,2016-06-30,2016-05-17,"Burnham Committee",1000,30245,2016-07-18
14844,2016-04-01,2016-06-30,2016-06-12,"Friends of Sofia King",250,33981,2016-07-18
14845,2016-04-01,2016-06-30,2016-06-07,"Friends of Patrick Thompson",500,33981,2016-07-18
14846,2016-04-01,2016-06-30,2016-06-17,"Summers for Chicago",50,33981,2016-07-18
14847,2016-04-01,2016-06-30,2016-05-01,"Friends of Tony Foulkes",500,31005,2016-07-18
14848,2016-04-01,2016-06-30,2016-05-01,"Friends of Gilbert Viegas",1000,31005,2016-07-18
14849,2016-04-01,2016-06-30,2016-06-09,"Ald. Matt O'Shea",150,34821,2016-07-18
14850,2016-01-01,2016-03-31,2016-02-25,"Friends of John D'Amico",1500,34949,2016-07-18
14851,2016-04-01,2016-06-30,2016-06-28,"Citizens for Michael Scott Jr.",250,34949,2016-07-18
14852,2016-04-01,2016-06-30,2016-06-28,"Friends of Sophia King",250,34949,2016-07-18
14853,2016-04-01,2016-06-30,2016-05-13,"Citizens for Patrick O'Connor",500,34949,2016-07-18
14854,2016-04-01,2016-06-30,2016-05-27,"Citizens for Deb Mell",150,34949,2016-07-18
14855,2016-04-01,2016-06-30,2016-05-27,"Citizens for Reilly",1500,34949,2016-07-18
14856,2016-04-01,2016-06-30,2016-05-13,"Friends of Roderick T. Sawyer",500,34949,2016-07-18
14857,2016-04-01,2016-06-30,2016-05-13,"Friends of George A. Cardenas",500,34949,2016-07-18
14858,2016-04-01,2016-06-30,2016-05-13,"Hopkins for Chicago",250,34949,2016-07-18
14859,2016-04-01,2016-06-30,2016-05-27,"19th Ward Democratic Organization",250,34949,2016-07-18
14860,2016-04-01,2016-06-30,2016-05-13,"Friends of Carrie M. Austin",500,34949,2016-07-18
14861,2016-04-01,2016-06-30,2016-06-15,"Citizens for Joe Moore",250,34949,2016-07-18
14881,2016-04-01,2016-06-30,2016-05-26,"Friends of Carrie M. Austin",150,33482,2016-07-19
14901,2016-04-01,2016-06-30,2016-06-13,"19th Ward Democratic Org",250,30210,2016-07-19
14902,2016-01-01,2016-03-31,2016-02-27,"Ervin for Committeeman",500,35001,2016-07-19
14903,2016-01-01,2016-03-31,2016-02-18,"Citizens for Deb Mell",500,35001,2016-07-19
14904,2016-01-01,2016-03-31,2016-02-18,"Carlos for Chicago",500,35001,2016-07-19
14905,2016-04-01,2016-06-30,2016-06-17,"Summers for Chicago",50,35002,2016-07-19
14906,2016-04-01,2016-06-30,2016-06-07,"Friends of Patrick Thompson",500,35002,2016-07-19
14907,2016-04-01,2016-06-30,2016-06-12,"Friends of Sofia King",250,35002,2016-07-19
14908,2016-01-01,2016-03-31,2016-03-03,"Friends of George Cardenas",250,35003,2016-07-19
14909,2016-01-01,2016-03-31,2016-02-23,"Citizens for Michelle Harris",500,35003,2016-07-19
14910,2016-01-01,2016-03-31,2016-03-10,"Citizens for Reboyras",150,35003,2016-07-19
14911,2016-01-01,2016-03-31,2016-03-10,"Citizens for Emma Mitts",250,35003,2016-07-19
14912,2016-01-01,2016-03-31,2016-02-18,"Citizens for Deb Mell",250,35003,2016-07-19
14913,2016-01-01,2016-03-31,2016-03-04,"Citizens for Carrie Austin",500,35003,2016-07-19
14914,2016-04-01,2016-06-30,2016-05-24,"Hopkins for Chicago",500,35003,2016-07-19
14922,2016-01-01,2016-03-31,2016-03-10,"Citizens for Emma Mitts",250,35021,2016-07-19
14923,2016-01-01,2016-03-31,2016-02-23,"Citizens for Michelle Harris",500,35021,2016-07-19
14924,2016-01-01,2016-03-31,2016-03-10,"Citizens for Reboyras",150,35021,2016-07-19
14925,2016-01-01,2016-03-31,2016-03-04,"Citizens for Carrie Austin",500,35021,2016-07-19
14926,2016-01-01,2016-03-31,2016-02-18,"Citizens for Deb Mell",250,35021,2016-07-19
14927,2016-01-01,2016-03-31,2016-03-03,"Friends of George Cardenas",250,35021,2016-07-19
14928,2016-04-01,2016-06-30,2016-05-24,"Hopkins for Chicago",500,35021,2016-07-19
14929,2016-01-01,2016-03-31,2016-02-14,"Friends of Ricardo Munoz",250,35022,2016-07-19
14930,2016-01-01,2016-03-31,2016-02-24,"citizens for Waguespack",500,35022,2016-07-19
14931,2016-01-01,2016-03-31,2016-03-30,"25th Ward Regular Democratic Org.",1000,35022,2016-07-19
14941,2016-04-01,2016-06-30,2016-05-16,"Hopkins For Chicago",500,31801,2016-07-19
14942,2016-04-01,2016-06-30,2016-05-22,"Hopkins for Chicago",500,30437,2016-07-19
14943,2016-04-01,2016-06-30,2016-06-21,"42nd Ward Democratic Organization",500,30437,2016-07-19
14961,2016-04-01,2016-06-30,2016-05-26,"Friends of Carrie Austin",150,31561,2016-07-20
14981,2016-04-01,2016-06-30,2016-05-10,"Alderman Laurino",1000,34947,2016-07-20
14982,2016-04-01,2016-06-30,2016-05-10,"Alderman of the 10th Ward",500,34947,2016-07-20
14983,2016-04-01,2016-06-30,2016-06-06,"Friends of John C. D'Amico",1000,34947,2016-07-20
14984,2016-04-01,2016-06-30,2016-05-16,"Hopkins For Chicago",500,35041,2016-07-20
14985,2016-04-01,2016-06-30,2016-06-22,"Citizens for Alderman Reilly",500,35001,2016-07-20
14986,2016-04-01,2016-06-30,2016-06-14,"Friends of Walter Burnett, Jr",1000,35001,2016-07-20
15001,2016-04-01,2016-06-30,2016-02-05,"Michelle Smith Contribution",750,34948,2016-07-20
15002,2016-04-01,2016-06-30,2016-02-11,"Citizens for Mell",500,34948,2016-07-20
15003,2016-04-01,2016-06-30,2016-02-16,"33rd Ward Regular Democratic",2000,34948,2016-07-20
15004,2016-04-01,2016-06-30,2016-02-18,"Silvestri for County Commissioner",500,34948,2016-07-20
15005,2016-04-01,2016-06-30,2016-04-04,"25th Ward Democratic Organization",500,34948,2016-07-20
15006,2016-04-01,2016-06-30,2016-05-03,"citizens for David Stolman",250,34948,2016-07-20
15007,2016-04-01,2016-06-30,2016-06-07,"Friends of Mayor Pryzybylo",250,34948,2016-07-20
15008,2016-04-01,2016-06-30,2016-06-22,"Citizens for Reilly",250,34948,2016-07-20
15009,2016-04-01,2016-06-30,2016-05-11,"Hopkins for Chicago",1000,29951,2016-07-20
15010,2016-04-01,2016-06-30,2016-05-05,"Friends of Margaret Laurino",500,29951,2016-07-20
15011,2016-04-01,2016-06-30,2016-05-05,"Citizens for Michelle Harris",200,29951,2016-07-20
15012,2016-04-01,2016-06-30,2016-05-05,"Friends of Susan Sadlowski-Garza",250,29951,2016-07-20
15021,2016-01-01,2016-03-31,2016-03-09,"Citizens for Michelle Harris",100,35081,2016-07-20
15022,2016-04-01,2016-06-30,2016-05-19,"Citizens for Joe Moore",500,30274,2016-07-20
15041,2016-04-01,2016-06-30,2016-04-01,"Citizens for Cappleman",500,35022,2016-07-20
15042,2016-04-01,2016-06-30,2016-05-24,"Hopkins for Chicago",1000,35022,2016-07-20
15043,2016-04-01,2016-06-30,2016-06-23,"Friends of Proco Joe Moreno",1000,35022,2016-07-20
15044,2016-04-01,2016-06-30,2016-06-29,"Citizens for Deb Mell",500,35022,2016-07-20
15045,2016-04-01,2016-06-30,2016-05-19,"Friends of Raymond A. Lopez",150,30505,2016-07-20
15046,2016-04-01,2016-06-30,2016-05-19,"Friends of George A. Cardenas",100,30505,2016-07-20
15047,2016-04-01,2016-06-30,2016-06-03,"Friends for Susana Mendoza",150,30505,2016-07-20
15048,2016-04-01,2016-06-30,2016-06-21,"Citizens for Waguespack",50,30337,2016-07-20
15049,2016-04-01,2016-06-30,2016-04-10,"Alderman Brendan Reilly",50,30325,2016-07-20
15061,2016-04-01,2016-06-30,2016-06-17,"Summers for Chicago",50,35121,2016-07-20
15062,2016-04-01,2016-06-30,2016-06-07,"Friends of Patrick Thompson",500,35121,2016-07-20
15063,2016-04-01,2016-06-30,2016-06-12,"Friends of Sofia King",250,35121,2016-07-20
15082,2016-04-01,2016-06-30,2016-06-22,"friends of joe moreno",300,32602,2016-07-20
15101,2016-04-01,2016-06-30,2016-05-23,"Ald Hopkins",500,30821,2016-07-21
15102,2016-04-01,2016-06-30,2016-05-23,"Susana Mendoza",250,30821,2016-07-21
15122,2016-04-01,2016-06-30,2016-06-01,"Glen Lyman",0,33182,2016-07-22
15123,2016-07-01,2016-09-30,2016-07-01,"Glen Lyman",0,33182,2016-07-22
15125,2016-07-01,2016-09-30,2016-07-01,"Glen Lyman",0,33182,2016-07-22
15126,2016-04-01,2016-06-30,2016-06-10,"Alderman Patrick Thompson",250,33941,2016-07-22
15127,2016-01-01,2016-03-31,2016-03-23,"Citizens for Tunney",250,35182,2016-07-22
15128,2016-04-01,2016-06-30,2016-06-10,"Alderman Patrick Thompson",250,35182,2016-07-22
15141,2016-04-01,2016-06-30,2016-05-26,"Citizens to Elect David Moore",150,30161,2016-07-22
15142,2016-04-01,2016-06-30,2016-05-26,"Friends of Carrie Austin",150,30161,2016-07-22
15143,2016-04-01,2016-06-30,2016-05-19,"Friends of Rodrick Sawyer",50,30161,2016-07-22
15161,2016-04-01,2016-06-30,2016-04-21,"19th Ward Democratic Organization",250,34101,2016-07-25
15162,2016-04-01,2016-06-30,2016-05-09,"Hopkins for Chicago",1000,34101,2016-07-25
15163,2016-04-01,2016-06-30,2016-05-09,"Friends of Carrie M Austin",500,34101,2016-07-25
15164,2016-04-01,2016-06-30,2016-05-18,"Preckwinkle for President",750,34101,2016-07-25
15165,2016-04-01,2016-06-30,2016-05-17,"Citizens for Reilly",1500,34101,2016-07-25
15166,2016-04-01,2016-06-30,2016-05-23,"Friends of George A Cardenas",250,34101,2016-07-25
15167,2016-04-01,2016-06-30,2016-05-24,"Citizens for Deb Mell",300,34101,2016-07-25
15181,2016-04-01,2016-06-30,2016-02-16,"33rd Ward Regular Democratic",2000,35321,2016-07-28
15182,2016-04-01,2016-06-30,2016-05-03,"citizens for David Stolman",250,35321,2016-07-28
15183,2016-04-01,2016-06-30,2016-02-05,"Michelle Smith Contribution",750,35321,2016-07-28
15184,2016-04-01,2016-06-30,2016-02-18,"Silvestri for County Commissioner",500,35321,2016-07-28
15185,2016-04-01,2016-06-30,2016-06-22,"Citizens for Reilly",250,35321,2016-07-28
15186,2016-04-01,2016-06-30,2016-06-07,"Friends of Mayor Pryzybylo",250,35321,2016-07-28
15187,2016-04-01,2016-06-30,2016-04-04,"25th Ward Democratic Organization",500,35321,2016-07-28
15188,2016-04-01,2016-06-30,2016-02-11,"Citizens for Mell",500,35321,2016-07-28
15223,2016-04-01,2016-06-30,2016-06-08,"Alderman Anthony Beale",1000,30601,2016-08-01
15242,2016-04-01,2016-06-30,2016-06-09,"Ald. Matt O'Shea",150,35402,2016-08-03
15261,2016-01-01,2016-03-31,2016-02-17,"Citizens for Reilly",500,35421,2016-08-04
15281,2016-01-01,2016-03-31,2016-02-17,"Citizens for Reilly",500,35441,2016-08-04
15301,2016-01-01,2016-03-31,2016-03-23,"Citizens for Tunney",250,35681,2016-08-15
15302,2016-04-01,2016-06-30,2016-06-10,"Alderman Patrick Thompson",250,35681,2016-08-15
15321,2016-01-01,2016-03-31,2016-02-09,"Alderman Jason Ervin",250,35721,2016-08-18
15341,2016-04-01,2016-06-30,2016-05-09,"Friends of Carrie M Austin",500,35741,2016-08-18
15342,2016-04-01,2016-06-30,2016-05-17,"Citizens for Reilly",1500,35741,2016-08-18
15343,2016-04-01,2016-06-30,2016-05-24,"Citizens for Deb Mell",300,35741,2016-08-18
15344,2016-04-01,2016-06-30,2016-05-09,"Hopkins for Chicago",1000,35741,2016-08-18
15345,2016-04-01,2016-06-30,2016-04-21,"19th Ward Democratic Organization",250,35741,2016-08-18
15346,2016-04-01,2016-06-30,2016-05-23,"Friends of George A Cardenas",250,35741,2016-08-18
15347,2016-04-01,2016-06-30,2016-05-18,"Preckwinkle for President",750,35741,2016-08-18
15348,2016-01-01,2016-03-31,2016-01-20,"citizens for Reilly",1000,35741,2016-08-18
15349,2016-01-01,2016-03-31,2016-03-09,"25th Ward Regular Democratic Organization",1500,35741,2016-08-18
15350,2016-04-01,2016-06-30,2016-05-23,"Friends of George A Cardenas",250,35742,2016-08-18
15351,2016-04-01,2016-06-30,2016-05-17,"Citizens for Reilly",1500,35742,2016-08-18
15352,2016-04-01,2016-06-30,2016-05-09,"Friends of Carrie M Austin",500,35742,2016-08-18
15353,2016-04-01,2016-06-30,2016-05-09,"Hopkins for Chicago",1000,35742,2016-08-18
15354,2016-04-01,2016-06-30,2016-05-18,"Preckwinkle for President",750,35742,2016-08-18
15355,2016-04-01,2016-06-30,2016-05-24,"Citizens for Deb Mell",300,35742,2016-08-18
15356,2016-04-01,2016-06-30,2016-04-21,"19th Ward Democratic Organization",250,35742,2016-08-18
15357,2016-01-01,2016-03-31,2016-01-20,"citizens for Reilly",1000,35742,2016-08-18
15358,2016-01-01,2016-03-31,2016-03-09,"25th Ward Regular Democratic Organization",1500,35742,2016-08-18
15361,2016-01-01,2016-03-31,2016-02-09,"Alderman Jason Ervin",250,35761,2016-08-18
15381,2016-04-01,2016-06-30,2016-06-22,"24th Ward Democratic Organization Ald. Michael Scott",300,35921,2016-09-07
15382,2016-04-01,2016-06-30,2016-06-22,"Friends of Carrie M. Austin",300,35921,2016-09-07
15383,2016-04-01,2016-06-30,2016-06-22,"Hopkins for Chicago",300,35921,2016-09-07
15384,2016-04-01,2016-06-30,2016-06-22,"Citizens for Deb Mell",300,35921,2016-09-07
15385,2016-04-01,2016-06-30,2016-06-22,"Citizens for Joe Moore",300,35921,2016-09-07
15386,2016-01-01,2016-03-31,2016-02-23,"12th Ward Democratic Organization",500,35921,2016-09-07
15387,2016-01-01,2016-03-31,2016-02-24,"11th Ward Democratic Party Campaign Committee",300,35921,2016-09-07
15388,2016-01-01,2016-03-31,2016-02-23,"Alderman Scott Waguespack",500,35921,2016-09-07
15389,2016-01-01,2016-03-31,2016-02-24,"Alderman Carrie M. Austin",500,35921,2016-09-07
15390,2016-01-01,2016-03-31,2016-02-24,"11th Ward Democratic Party Campaign Committee",300,35922,2016-09-07
15391,2016-01-01,2016-03-31,2016-02-24,"Alderman Carrie M. Austin",500,35922,2016-09-07
15392,2016-01-01,2016-03-31,2016-02-23,"12th Ward Democratic Organization",500,35922,2016-09-07
15393,2016-01-01,2016-03-31,2016-02-23,"Alderman Scott Waguespack",500,35922,2016-09-07
15394,2016-04-01,2016-06-30,2016-06-22,"Hopkins for Chicago",300,35922,2016-09-07
15395,2016-04-01,2016-06-30,2016-06-22,"Citizens for Joe Moore",300,35922,2016-09-07
15396,2016-04-01,2016-06-30,2016-06-22,"Friends of Carrie M. Austin",300,35922,2016-09-07
15397,2016-04-01,2016-06-30,2016-06-22,"Citizens for Deb Mell",300,35922,2016-09-07
15398,2016-04-01,2016-06-30,2016-06-22,"24th Ward Democratic Organization Ald. Michael Scott",300,35922,2016-09-07
15408,2016-01-01,2016-03-31,2016-02-24,"11th Ward Democratic Party Campaign Committee",300,35924,2016-09-07
15409,2016-01-01,2016-03-31,2016-02-23,"Alderman Scott Waguespack",500,35924,2016-09-07
15410,2016-01-01,2016-03-31,2016-02-24,"Alderman Carrie M. Austin",500,35924,2016-09-07
15411,2016-01-01,2016-03-31,2016-02-23,"12th Ward Democratic Organization",500,35924,2016-09-07
15412,2016-04-01,2016-06-30,2016-06-22,"Citizens for Deb Mell",300,35924,2016-09-07
15413,2016-04-01,2016-06-30,2016-06-22,"Citizens for Joe Moore",300,35924,2016-09-07
15414,2016-04-01,2016-06-30,2016-06-22,"Friends of Carrie M. Austin",300,35924,2016-09-07
15415,2016-04-01,2016-06-30,2016-06-22,"Hopkins for Chicago",300,35924,2016-09-07
15416,2016-04-01,2016-06-30,2016-06-22,"24th Ward Democratic Organization Ald. Michael Scott",300,35924,2016-09-07
15421,2016-07-01,2016-09-30,2016-05-02,"Hopkins for Chicago",100,30507,2016-09-10
15441,2016-01-01,2016-03-31,2016-03-06,"Patrick O'Connor",100,36061,2016-09-14
15442,2016-01-01,2016-03-31,2016-02-18,"Citizens for Deb Mell",250,36061,2016-09-14
15443,2016-01-01,2016-03-31,2016-02-29,"John Arena",500,36061,2016-09-14
15461,2016-01-01,2016-03-31,2016-03-02,"Alderman Ervin",150,36102,2016-09-20
15481,2016-01-01,2016-03-31,2016-03-02,"Alderman Ervin",150,36142,2016-09-22
15501,2016-04-01,2016-06-30,2016-05-19,"Citizens for Brendan Reilly",1500,36143,2016-09-22
15521,2016-04-01,2016-06-30,2016-05-26,"Friends of Carrie M. Austin",150,36201,2016-09-27
15541,2016-04-01,2016-06-30,2016-05-19,"Citizens for Brendan Reilly",1500,36241,2016-09-28
15542,2016-04-01,2016-06-30,2016-06-02,"Citizens for Deb Mell",500,36243,2016-09-28
15543,2016-04-01,2016-06-30,2016-05-27,"42nd Ward Democratic Organization",1000,36243,2016-09-28
15544,2016-04-01,2016-06-30,2016-05-27,"Citizens for Brendan Reilly",500,36243,2016-09-28
15561,2016-04-01,2016-06-30,2016-05-16,"Alderman Margaret Laurino",250,36261,2016-09-29
15562,2016-04-01,2016-06-30,2016-05-31,"Alderman Raymond Lopez",250,36261,2016-09-29
15563,2016-04-01,2016-06-30,2016-05-16,"Friends of Susana Mendoza",44,36261,2016-09-29
15564,2016-01-01,2016-03-31,2016-03-30,"Hopkins for Chicago",500,36261,2016-09-29
15581,2016-07-01,2016-09-30,2016-09-30,N/A,0,35882,2016-09-30
15601,2016-07-01,2016-09-30,2016-09-14,"HARRY OSTERMAN",100,29601,2016-09-30
15621,2016-07-01,2016-09-30,2016-09-21,"Neighbors For Harry Osterman",250,29709,2016-10-02
15641,2016-04-01,2016-06-30,2016-05-16,"Hopkins For Chicago",500,36421,2016-10-04
15661,2016-07-01,2016-09-30,2016-09-30,N,0,29744,2016-10-04
15681,2016-07-01,2016-09-30,2016-07-05,"Burnham Committee",200,30501,2016-10-05
15701,2016-01-01,2016-03-31,2016-03-12,"Alderman Reilly",100,36483,2016-10-05
15702,2016-04-01,2016-06-30,2016-05-22,"Alderman Carrie Austin",250,36485,2016-10-05
15708,2016-01-01,2016-03-31,2016-02-26,"Citizens for Reilly",1000,36490,2016-10-05
15709,2016-04-01,2016-06-30,2016-05-13,"Friends of Roderick Sawyer",1000,36490,2016-10-05
15710,2016-04-01,2016-06-30,2016-05-13,"Friends of Margaret Laurino",750,36490,2016-10-05
15711,2016-04-01,2016-06-30,2016-05-13,"Friends of Susan Sadlowski-Garza",500,36490,2016-10-05
15721,2016-07-01,2016-09-30,2016-07-27,"FRIENDS OF CARDENAS",750,29932,2016-10-06
15722,2016-07-01,2016-09-30,2016-07-27,"SUMMERS FOR CHICAGO",1000,29932,2016-10-06
15723,2016-07-01,2016-09-30,2016-08-09,"FRIENDS OF MENDOZA",1000,29932,2016-10-06
15724,2016-07-01,2016-09-30,2016-08-29,"FRIE3NDS VOF SILVERSTEIN",250,29932,2016-10-06
15725,2016-07-01,2016-09-30,2016-08-29,"FRIENDS OF HAIRSTON",250,29932,2016-10-06
15726,2016-07-01,2016-09-30,2016-09-29,"CITIZENS FOR OCONNOR",500,29932,2016-10-06
15727,2016-07-01,2016-09-30,2016-09-29,"FRIENDS OF OSHEA",500,29932,2016-10-06
15728,2016-07-01,2016-09-30,2016-09-29,"FRIENDS OF SOPHIA KING",500,29932,2016-10-06
15729,2016-07-01,2016-09-30,2016-09-29,"CITIZENS FOR BROOKINS",500,29932,2016-10-06
15741,2016-01-01,2016-03-31,2016-02-18,"Alderman Mell",150,36561,2016-10-07
15742,2016-07-01,2016-09-30,2016-09-14,"Alderman Carrie M. Austin 34th Ward Dem. Org.",300,35922,2016-10-07
15743,2016-07-01,2016-09-30,2016-09-14,"Alderman Patrick O'Connor",500,35922,2016-10-07
15744,2016-07-01,2016-09-30,2016-09-14,"Alderman Jason Ervin",500,35922,2016-10-07
15745,2016-07-01,2016-09-30,2016-09-14,"Alderman Ameya Pawar",250,35922,2016-10-07
15761,2016-07-01,2016-09-30,2016-09-06,"42nd Ward Democratic Org",1500,29022,2016-10-10
15762,2016-07-01,2016-09-30,2016-09-08,"The 26th Ward Democratic Organization",1500,29022,2016-10-10
15763,2016-07-01,2016-09-30,2016-07-22,"Citizens for Maldonado",1000,29022,2016-10-10
15764,2016-07-01,2016-09-30,2016-09-14,"Alderman Carrie Austin 34th Ward Dem. Org.",300,35921,2016-10-10
15765,2016-07-01,2016-09-30,2016-09-14,"Alderman Patrick O'Connor",500,35921,2016-10-10
15766,2016-07-01,2016-09-30,2016-09-14,"Alderman Jason Ervin",500,35921,2016-10-10
15767,2016-07-01,2016-09-30,2016-09-14,"Alderman Ameya Pawar",250,35921,2016-10-10
15781,2016-07-01,2016-09-30,2016-07-11,"Chicago Progressive Reform Caucus",500,30434,2016-10-11
15782,2016-07-01,2016-09-30,2016-08-23,"Chicago Latino Caucus Foundation",3000,30434,2016-10-11
15801,2016-07-01,2016-09-30,2016-09-08,"Friends of Susana Mendoza",500,30330,2016-10-12
15821,2016-07-01,2016-09-30,2016-08-10,"Friends of Leslie A. Hairston",250,34949,2016-10-12
15822,2016-07-01,2016-09-30,2016-09-06,"Friends of Margaret Laurino",250,34949,2016-10-12
15823,2016-07-01,2016-09-30,2016-09-14,"Citizens for Patrick O'Connor",1000,34949,2016-10-12
15824,2016-07-01,2016-09-30,2016-09-06,"Neighbors for Harry Osterman",250,34949,2016-10-12
15825,2016-07-01,2016-09-30,2016-09-23,"11th Ward Democratic Party Campaign Committee",250,34949,2016-10-12
15826,2016-07-01,2016-09-30,2016-09-22,"14th Ward Regular Democratic Organization",1500,34949,2016-10-12
15827,2016-07-01,2016-09-30,2016-07-07,"Hopkins for Chicago",500,30519,2016-10-12
15828,2016-07-01,2016-09-30,2016-08-01,"Citizens for Joe Moore",250,30519,2016-10-12
15829,2016-07-01,2016-09-30,2016-08-02,"Citizens for Deb Mell",250,30519,2016-10-12
15841,2016-04-01,2016-06-30,2016-06-14,"Ald. Burnett",500,36681,2016-10-13
15842,2016-04-01,2016-06-30,2016-04-21,"Ald. Hopkins",250,36681,2016-10-13
15843,2016-04-01,2016-06-30,2016-05-17,"Ald. Laurino",500,36681,2016-10-13
15861,2016-07-01,2016-09-30,2016-09-22,"Citizens For O'Connor / Add Book",125,32481,2016-10-13
15881,2016-07-01,2016-09-30,2016-10-06,"Alderman Laurino",250,36681,2016-10-14
15882,2016-07-01,2016-09-30,2016-10-06,"Alderman O'Connor",200,36681,2016-10-14
15884,2016-04-01,2016-06-30,2016-05-16,"Alderman Margaret Laurino",250,36741,2016-10-14
15885,2016-04-01,2016-06-30,2016-05-16,"Friends of Susana Mendoza",44,36741,2016-10-14
15886,2016-04-01,2016-06-30,2016-05-31,"Alderman Raymond Lopez",250,36741,2016-10-14
15887,2016-01-01,2016-03-31,2016-03-30,"Hopkins for Chicago",500,36741,2016-10-14
15888,2016-07-01,2016-09-30,2016-09-14,"Alderman Carrie Austin 34th Ward Dem. Org.",300,35924,2016-10-14
